image,occlusion,cited_drop,control_drop,n_features,dataset,effect_over_control
MHIST_akn.png,mean,0.21842187643051147,0.30103823021054266,2,MHIST,-0.08261635378003118
MHIST_akp.png,black,0.10627470413843787,0.20982006948303292,3,MHIST,-0.10354536534459505
MHIST_akp.png,blur,0.15196605523427323,0.21169565728417147,3,MHIST,-0.059729602049898245
MHIST_akp.png,mean,0.11605358123779293,0.2325599468554612,3,MHIST,-0.11650636561766826
MHIST_akv.png,black,0.2646485765775044,0.2987269988977442,3,MHIST,-0.034078422320239776
MHIST_akv.png,blur,0.11289948225021357,0.22340082765794264,3,MHIST,-0.11050134540772907
MHIST_akv.png,mean,0.14446133375167844,0.2591817059061106,3,MHIST,-0.11472037215443218
MHIST_akx.png,black,0.3460482060909271,0.3116276610642671,2,MHIST,0.03442054502666003
MHIST_akx.png,blur,0.13936793804168696,0.2590522032231092,2,MHIST,-0.11968426518142222
MHIST_akx.png,mean,0.18367725610733027,0.29620767273008825,2,MHIST,-0.11253041662275798
MHIST_aky.png,black,0.1087446212768554,0.2598476896160527,2,MHIST,-0.1511030683391973
MHIST_aky.png,blur,0.0381661653518676,0.1541077651475605,2,MHIST,-0.1159415997956929
MHIST_aky.png,mean,0.0844027996063232,0.1761537507960671,2,MHIST,-0.0917509511897439
MHIST_alc.png,black,0.21640108029047644,0.26433290342489874,3,MHIST,-0.04793182313442229
MHIST_alc.png,blur,0.2523045539855957,0.33234052360057825,3,MHIST,-0.08003596961498255
MHIST_alc.png,mean,0.2585635781288147,0.3245627989371618,3,MHIST,-0.06599922080834708
MHIST_ale.png,black,0.3689604699611664,0.33213094539112514,2,MHIST,0.03682952457004124
MHIST_ale.png,blur,0.159319132566452,0.19861959252092565,2,MHIST,-0.03930045995447365
MHIST_ale.png,mean,0.27903062105178833,0.26606722258859206,2,MHIST,0.012963398463196274
MHIST_alg.png,black,0.27916948994000745,0.3319639772176743,3,MHIST,-0.052794487277666835
MHIST_alg.png,blur,0.3212327162424723,0.34886469331880415,3,MHIST,-0.02763197707633186
